company;sector;horizon (days);amount;date_BUY_fix;date_SELL_fix;price_BUY;price_SELL;Volatility_Buy;Volatility_sell;Sharpe Ratio;expected_return (yearly);inflation;nominal_return;investment;ESG_ranking;PE_ratio;EPS_ratio;PS_ratio;PB_ratio;NetProfitMargin_ratio;current_ratio;roa_ratio;roe_ratio
BAC;BANK;15;50;25/7/2016;9/8/2016;13.117.408.752.441.400;13.865.930.557.250.900;0.3367024446369133;0.33936607473240166;0.3367024446369133;0.007771322230649915;-0.2;0.05706323702615852;GOOD;26.3;9.93;1.22;1.46;0.46;15.5;0.93;0.66;5.51
KO;FMCG;300;400;13/12/2017;9/10/2018;4.158.004.379.272.460;4.313.629.150.390.620;0.0916967844872004;0.13367271350000626;0.0916967844872004;0.052943955453432;1.96;0.037427755462199445;BAD;25.1;153.93;0.27;4.97;9.33;3.45;1.34;1.38;5.79
UBS;BANK;480;15000;12/4/2018;5/8/2019;15.623.826.026.916.500;1.023.486.328.125;0.18828674447302973;0.22802416232285622;0.18828674447302973;-0.05194089868210468;1.68;-0.34491953100235984;BAD;24.8;43.55;0.37;1.81;1.12;0.06;1.04;0.0;0.04
WMT;RETAIL;50;3000;7/3/2016;26/4/2016;6.056.262.969.970.700;6.227.809.143.066.400;0.21676882195019617;0.21400696868514815;0.21676882195019617;0.013292222408617226;-0.2;0.028325416836470853;GOOD;27.3;12.95;4.57;0.4;2.24;3.05;0.93;7.31;17.9
TSLA;AUTO;5;200;12/5/2014;16/5/2014;36.933.998.107.910.100;383.120.002.746.582;0.6526372696513655;0.6322324398643175;0.6526372696513655;0.007064889430575158;-0.15;0.03730985642880943;GOOD;31.1;0.0;-0.22;12.16;28.35;-6.52;2.23;-4.92;-19.48
WMT;RETAIL;180;5000;3/2/2017;2/8/2017;610.452.766.418.457;7.496.635.437.011.710;0.17958870916672184;0.15363719979323007;0.17958870916672184;0.047852000671022014;1.96;0.22804512476774944;BAD;27.3;13.96;4.39;0.39;2.32;2.81;0.86;6.8;17.17
AXP;BANK;240;500;21/10/2016;19/6/2017;6.304.630.661.010.740;7.727.928.924.560.540;0.24945152314364435;0.19249677275260063;0.24945152314364435;0.09681000297258822;-0.2;0.22575442402229873;GOOD;19.8;10.58;5.64;1.67;2.6;15.68;1.91;3.39;25.78
KSS;RETAIL;540;25000;7/8/2017;29/1/2019;3.689.865.493.774.410;6.377.522.277.832.030;0.43187550008914616;0.37209896829539074;0.43187550008914616;0.010141016139853356;1.96;0.7283888230051379;BAD;12.9;9.12;3.9;0.31;1.2;3.37;1.79;4.98;13.27
F;AUTO;3;100;13/3/2018;16/3/2018;950.156.021.118.164;9.827.680.587.768.550;0.20755817901636794;0.20876764568416778;0.20755817901636794;-9,84E+10;1.68;0.03432282376142063;BAD;29.7;5.06;1.93;0.24;1.09;4.93;1.23;3.07;22.9
AXP;BANK;10;100;5/6/2018;15/6/2018;9.513.597.869.873.040;9.437.918.090.820.310;0.19233457200231294;0.19336795931637163;0.19233457200231294;0.004033750123857842;1.68;-0.007954906239246402;BAD;19.8;24.77;3.79;1.99;3.87;8.02;1.92;1.85;16.55
SC;BANK;1;1500;6/4/2015;7/4/2015;2.037.883.186.340.330;20.227.214.813.232.400;0.2950895442876919;0.2932463461966381;0.2950895442876919;3,15E+10;-0.5;-0.007439928411361748;BAD;26.9;7.68;2.73;1.28;1.95;14.19;0.95;2.61;24.23
PG;FMCG;15;10000;9/7/2018;24/7/2018;7.259.867.095.947.260;7.432.074.737.548.820;0.14914470583131617;0.15142706873333153;0.14914470583131617;0.003174740411811244;1.68;0.023720495062188585;BAD;25.1;19.88;3.66;2.9;3.44;14.19;0.83;7.71;17.41
HOG;AUTO;2;300;20/8/2015;21/8/2015;4.978.740.692.138.670;47.873.809.814.453.100;0.25473939199390927;0.2576293600758061;0.25473939199390927;0.00024421276205748553;-0.5;-0.038435363985819225;BAD;16.3;12.78;3.75;1.7;3.27;13.24;1.86;7.87;26.13
BBY;RETAIL;100;25000;21/2/2017;1/6/2017;4.139.240.646.362.300;54.690.185.546.875;0.34489049602081023;0.3859642004280236;0.34489049602081023;0.07186258868664125;1.96;0.32126131866574276;BAD;12.0;10.45;3.83;0.33;2.64;3.12;1.48;9.0;27.73
GM;AUTO;6;400;4/6/2018;11/6/2018;40.281.219.482.421.800;4.162.577.438.354.490;0.25863129515441974;0.25916471679882463;0.25863129515441974;0.0006720397724630209;1.68;0.033379200490933264;BAD;30.6;0.0;-3.3;0.37;1.32;-3.28;0.88;-2.15;-12.3
AXP;BANK;6;400;15/9/2017;21/9/2017;8.241.205.596.923.820;8.376.679.992.675.780;0.16955350460842497;0.16994241687111888;0.16955350460842497;0.0024202500743147055;1.96;0.016438662299909285;BAD;19.8;16.51;5.19;1.92;3.54;11.44;1.9;2.82;22.12
AXP;BANK;4;3000;21/7/2014;25/7/2014;8.385.820.007.324.210;8.300.048.828.125;0.17379802934428706;0.17372042543505317;0.17379802934428706;0.001613500049543137;-0.15;-0.010228120699502942;BAD;19.8;16.37;5.22;2.59;4.42;15.83;2.18;3.69;28.39
HMC;AUTO;300;50000;14/2/2017;11/12/2017;320.099.983.215.332;3.333.000.183.105.460;0.2262906259043048;0.1359213961590079;0.2262906259043048;-0.007537446433969711;1.96;0.0412372252026491;BAD;28.5;11.49;2.25;0.36;0.0;3.27;1.17;2.57;6.5
AXP;BANK;10;5000;1/8/2016;11/8/2016;5.972.260.665.893.550;6.097.983.169.555.660;0.25525557722730413;0.24884908576453843;0.25525557722730413;0.004033750123857842;-0.2;0.021051074408069075;GOOD;19.8;9.96;5.68;1.6;2.53;15.85;1.98;3.46;26.27
PEP;FMCG;40;25000;10/4/2015;20/5/2015;812.199.478.149.414;8.247.793.579.101.560;0.13384384651351583;0.1326487697912645;0.13384384651351583;0.008701756483531059;-0.5;0.015488657773340707;GOOD;17.6;18.81;4.29;1.86;7.47;9.82;1.04;8.65;32.41
OR;FMCG;300;400;30/5/2018;26/3/2019;9.781.628.608.703.610;11.524.587.631.225.500;0.2823204552607954;0.2992507779652029;0.2823204552607954;-0.05075374870724329;1.68;0.17818699648554454;BAD;20.5;0.0;-0.19;5.16;0.97;-13.6;12.83;-1.99;-2.52
AXP;BANK;270;5000;11/5/2017;5/2/2018;7.354.178.619.384.760;8.781.314.086.914.060;0.20048307035668275;0.1415041920122928;0.20048307035668275;0.10891125334416175;1.96;0.1940577651687073;BAD;19.8;13.47;5.52;1.82;3.18;13.44;2.0;3.21;24.42
GM;AUTO;480;100;2/6/2015;23/9/2016;2.922.175.407.409.660;2.779.357.147.216.790;0.22712493879510187;0.2479582340079074;0.22712493879510187;0.053763181797041676;-0.5;-0.048873951861593025;BAD;30.6;10.06;2.7;0.3;1.22;2.98;1.22;2.53;11.97
AMZN;TECH;210;50;20/4/2018;16/11/2018;1.527.489.990.234.370;15.934.100.341.796.800;0.2584461391664821;0.31173420772838895;0.2584461391664821;0.1891655396206608;1.68;0.04315579438605543;BAD;27.4;182.28;7.94;3.7;22.31;2.04;1.06;3.42;14.72
HMC;AUTO;100;50000;23/3/2015;1/7/2015;345.099.983.215.332;318.799.991.607.666;0.19228285441441595;0.2146332945487878;0.19228285441441595;-0.0025124821446565705;-0.5;-0.07620977365059914;BAD;28.5;10.6;2.61;0.41;0.74;3.82;1.19;2.92;7.36
M;RETAIL;360;5000;30/6/2015;24/6/2016;5.095.492.172.241.210;2.509.930.992.126.460;0.2282790005638989;0.3640883016876766;0.2282790005638989;0.008562219477611575;-0.5;-0.5074212838948408;BAD;14.5;11.36;4.23;0.61;3.1;5.33;1.65;7.01;27.5
KO;FMCG;480;50000;12/6/2017;5/10/2018;4.007.841.873.168.940;4.266.205.978.393.550;0.12243798664137168;0.13304230071544;0.12243798664137168;0.08471032872549121;1.96;0.0644646454128502;BAD;25.1;41.65;0.96;4.47;7.73;10.68;1.35;4.57;17.54
AMZN;TECH;360;300;19/3/2015;14/3/2016;373.239.990.234.375;5.733.699.951.171.870;0.33162465027897214;0.3538384229682579;0.33162465027897214;0.32428378220684706;-0.5;0.5361965762488136;GOOD;27.4;0.0;-0.89;1.87;15.95;-0.44;1.12;-0.89;-3.82
SC;BANK;2;1500;9/1/2017;11/1/2017;12.066.762.924.194.300;12.396.748.542.785.600;0.5340104156674818;0.5340337134656897;0.5340104156674818;6,30E+10;1.96;0.027346656320700095;BAD;26.9;5.8;2.11;0.62;0.84;10.84;0.91;2.0;15.44
M;RETAIL;300;15000;9/4/2018;4/2/2019;25.034.040.451.049.800;22.942.913.055.419.900;0.4387405676325845;0.4624096951551035;0.4387405676325845;0.007135182898009645;1.68;-0.08353135802104175;BAD;14.5;5.03;5.26;0.31;1.4;6.3;1.52;8.31;32.14
GM;AUTO;5;3000;18/2/2016;23/2/2016;2.420.699.119.567.870;24.498.836.517.333.900;0.24574619383684893;0.2475832611558097;0.24574619383684893;0.000560033143719184;-0.2;0.01205624107912147;GOOD;30.6;4.73;5.99;0.34;1.05;7.14;0.98;5.17;26.19
NVDA;TECH;540;20000;13/3/2018;4/9/2019;2.458.070.831.298.820;1.683.577.423.095.700;0.4049597675307306;0.5444478977362378;0.4049597675307306;0.7295431899718625;1.68;-0.3150818106384216;BAD;12.9;50.62;4.82;15.9;19.79;31.37;8.03;30.56;47.01
TSLA;AUTO;420;1500;5/9/2014;30/10/2015;5.547.800.064.086.910;4.138.600.158.691.400;0.5485293410402419;0.37615809945862555;0.5485293410402419;0.5934507121683134;-0.15;-0.25401057880903305;BAD;31.1;0.0;-0.33;10.47;31.75;-7.11;1.83;-4.66;-23.27
WMT;RETAIL;20;15000;8/8/2014;28/8/2014;644.487.533.569.336;6.551.038.360.595.700;0.11383169700770582;0.11077132578358216;0.11383169700770582;0.0053168889634468905;-0.15;0.01647247144012017;GOOD;27.3;12.96;4.87;0.43;2.46;3.3;0.89;7.73;19.76
BAC;BANK;10;300;30/9/2015;9/10/2015;14.080.485.343.933.100;14.080.485.343.933.100;0.2430894164181939;0.23920591756956872;0.2430894164181939;0.005180881487099943;-0.5;0.0;BAD;26.3;10.51;1.34;1.65;0.57;16.02;0.94;0.71;6.04
TSLA;AUTO;360;100;24/2/2014;19/2/2015;43.529.998.779.296.800;4.234.199.905.395.500;0.6847410256874771;0.4470738348588006;0.6847410256874771;0.5086720390014114;-0.15;-0.027291517543226226;BAD;31.1;0.0;-0.12;9.04;27.76;-3.68;1.88;-3.89;-14.59
PG;FMCG;180;15000;7/8/2014;3/2/2015;6.628.917.694.091.790;7.214.978.790.283.200;0.12725768184763034;0.12310578560293368;0.12725768184763034;0.03809688494173493;-0.15;0.0884097711325861;GOOD;25.1;16.07;4.01;2.52;2.5;15.31;0.94;7.97;16.33
AMZN;TECH;180;500;1/11/2013;30/4/2014;359.0;3.041.300.048.828.120;0.2717195108364785;0.3001139855708362;0.2717195108364785;0.16214189110342353;1.41;-0.15284121202559192;BAD;27.4;1116.57;0.28;2.04;15.76;0.19;1.07;0.43;1.53
MSFT;TECH;270;10000;26/1/2015;23/10/2015;4.176.123.046.875;47.922.542.572.021.400;0.18644623687050713;0.28012329874097425;0.18644623687050713;0.16143589937401587;-0.5;0.14753665143755773;GOOD;14.7;16.7;2.48;3.7;3.7;22.12;2.45;12.29;23.02
COST;RETAIL;330;25000;9/7/2014;4/6/2015;10.018.860.626.220.700;12.441.705.322.265.600;0.1432458677491563;0.15263960365760898;0.1432458677491563;0.15136669202320244;-0.15;0.24182836616211748;GOOD;22.3;21.94;4.48;0.4;3.59;1.8;1.19;6.24;17.14
JPM;BANK;660;300;23/3/2018;13/1/2020;976.973.876.953.125;13.228.941.345.214.800;0.18007705497236431;0.18539299964938158;0.18007705497236431;0.27496091484259083;1.68;0.3540731904185362;BAD;27.9;14.3;7.02;3.0;1.33;20.87;1.01;0.97;9.65
F;AUTO;6;4000;24/10/2016;31/10/2016;980.795.669.555.664;9.563.573.837.280.270;0.2647740893632751;0.26094875115122845;0.2647740893632751;-0.0001968808024489633;-0.2;-0.024916796215778712;BAD;29.7;5.36;1.81;0.25;1.25;4.72;1.16;3.09;23.97
TGT;RETAIL;1;2000;13/10/2017;13/10/2017;5.536.027.526.855.460;5.536.027.526.855.460;0.26400776841039514;0.26400776841039514;0.26400776841039514;0.0003126615958421016;1.96;0.0;BAD;14.8;11.23;4.78;0.42;2.63;3.71;0.96;6.74;23.97
DB;BANK;50;1500;17/12/2013;5/2/2014;398.517.951.965.332;4.146.575.164.794.920;0.2795390040799013;0.27744546924048363;0.2795390040799013;-0.019305669837165182;1.41;0.040498964813419934;BAD;30.0;50.74;0.89;0.81;0.63;1.56;0.73;0.04;1.19
GOOG;TECH;210;1500;5/5/2016;1/12/2016;7.014.299.926.757.810;7.479.199.829.101.560;0.2986910245226388;0.20459492041868646;0.2986910245226388;0.11010813892048907;-0.2;0.06627887418532993;GOOD;22.8;31.38;23.74;7.12;4.14;21.18;5.14;11.39;14.0
AAPL;TECH;120;400;21/1/2015;21/5/2015;24.948.652.267.456.000;301.660.213.470.459;0.22148761957882276;0.21702498630462264;0.22148761957882276;0.08079850752935498;-0.5;0.2091242854988032;GOOD;16.5;13.55;1.86;3.03;4.75;22.25;1.13;19.28;37.36
MSFT;TECH;70;50;3/4/2017;12/6/2017;6.183.042.526.245.110;6.619.766.998.291.010;0.18501325978521233;0.16249355933537488;0.18501325978521233;0.04185375168955967;1.96;0.07063261657867258;BAD;14.7;27.58;2.26;5.05;6.9;24.93;2.81;11.35;34.58
DB;BANK;180;300;10/7/2015;6/1/2016;30.686.241.149.902.300;22.252.574.920.654.200;0.2963403041082198;0.3156086553561586;0.2963403041082198;-0.06950041141379466;-0.5;-0.2748354282966614;BAD;30.0;26.28;1.12;0.74;0.48;3.49;0.71;0.09;2.09
DB;BANK;540;5000;12/8/2015;2/2/2017;31.619.043.350.219.700;18.973.346.710.205.000;0.29281393500387837;0.5170458127028956;0.29281393500387837;-0.20850123424138398;-0.5;-0.39993925495936206;BAD;30.0;26.28;1.12;0.74;0.48;3.49;0.71;0.09;2.09
HOG;AUTO;2;25000;16/7/2014;18/7/2014;5.563.468.551.635.740;56.177.276.611.328.100;0.19046594411075932;0.1915369295059061;0.19046594411075932;0.00024421276205748553;-0.15;0.0097527484865745;GOOD;16.3;14.95;3.9;2.06;3.77;13.7;1.78;8.87;27.64
AXP;BANK;720;1000;7/3/2017;25/2/2019;748.014.144.897.461;10.359.675.598.144.500;0.19727271279571473;0.22518117512192914;0.19727271279571473;0.29043000891776466;1.96;0.3849571787930098;BAD;19.8;13.47;5.52;1.82;3.18;13.44;2.0;3.21;24.42
BBY;RETAIL;70;1000;31/1/2018;11/4/2018;6.741.867.065.429.680;6.585.780.334.472.650;0.35596723640691796;0.36490585938211306;0.35596723640691796;0.05030381208064887;1.68;-0.023151855330609844;BAD;12.0;20.53;3.28;0.49;5.28;2.37;1.26;7.38;24.08
HOG;AUTO;2;500;2/5/2017;4/5/2017;50.081.016.540.527.300;4.964.366.912.841.790;0.3225139095558554;0.3213648363480766;0.3225139095558554;0.00024421276205748553;1.96;-0.00873279822016907;BAD;16.3;15.39;3.51;1.69;4.74;10.91;1.66;6.16;31.64
PEP;FMCG;3;4000;9/5/2016;12/5/2016;9.151.734.924.316.400;9.223.015.594.482.420;0.15182779785313127;0.1525112373437417;0.15182779785313127;0.0006526317362648294;-0.2;0.007788760355877547;GOOD;17.6;25.45;3.5;2.1;11.47;8.23;1.42;7.33;38.74
WMT;RETAIL;90;15000;25/11/2015;23/2/2016;5.329.191.207.885.740;593.047.981.262.207;0.20913527909320553;0.21516760472587454;0.20913527909320553;0.023926000335511007;-0.5;0.11282924205207458;GOOD;27.3;10.84;4.67;0.34;1.97;3.12;0.92;7.47;18.25
AXP;BANK;240;5000;14/9/2015;11/5/2016;687.279.052.734.375;5.984.972.381.591.790;0.21489784296289963;0.23910263056107292;0.21489784296289963;0.09681000297258822;-0.5;-0.12917870000834786;BAD;19.8;12.27;5.53;1.97;3.13;15.98;2.02;3.59;26.2
BAC;BANK;480;1000;24/3/2015;15/7/2016;14.020.270.347.595.200;12.469.295.501.708.900;0.23044185723326072;0.3358664410466433;0.23044185723326072;0.24868231138079727;-0.5;-0.1106237474338187;BAD;26.3;19.75;0.7;1.59;0.58;8.12;0.94;0.36;3.18
WMT;RETAIL;300;1000;13/4/2018;7/2/2019;8.148.837.280.273.430;9.325.315.856.933.590;0.22740630630031655;0.23635344242289044;0.22740630630031655;0.07975333445170335;1.68;0.14437379667749103;BAD;27.3;28.02;2.99;0.5;3.16;1.77;0.73;4.37;11.3
BBY;RETAIL;270;200;13/1/2015;9/10/2015;3.239.043.426.513.670;315.687.313.079.834;0.4817603351795399;0.3373157046486831;0.4817603351795399;0.19402898945393138;-0.5;-0.025368692201751558;BAD;12.0;8.34;3.49;0.25;2.05;3.06;1.48;8.32;26.62
DB;BANK;360;200;24/10/2013;20/10/2014;4.352.465.057.373.040;29.143.455.505.371.000;0.29923016820081516;0.2283206897926784;0.29923016820081516;-0.13900082282758933;1.41;-0.33041494598555654;BAD;30.0;7.35;5.84;0.75;0.58;9.79;0.7;0.22;7.6
AMZN;TECH;720;25000;14/7/2015;3/7/2017;46.557.000.732.421.800;9.536.599.731.445.310;0.3135449324727399;0.18441960120384743;0.3135449324727399;0.6485675644136941;-0.5;1.048.370.724.363.280;GOOD;27.4;0.0;-0.43;2.11;17.26;-0.2;1.1;-0.38;-1.72
GOOG;TECH;100;25000;7/4/2017;17/7/2017;8.246.699.829.101.560;9.534.199.829.101.560;0.1625887652316138;0.15522137430420885;0.1625887652316138;0.05243244710499479;1.96;0.15612305851809655;BAD;22.8;28.08;29.54;6.54;3.96;21.84;7.13;12.65;15.16
DB;BANK;7;200;2/12/2013;9/12/2013;4.157.044.219.970.700;40.785.274.505.615.200;0.28151076823658466;0.2804105984181059;0.28151076823658466;-0.002702793777203126;1.41;-0.018887643540566677;BAD;30.0;50.74;0.89;0.81;0.63;1.56;0.73;0.04;1.19
GOOG;TECH;180;500;30/12/2016;28/6/2017;7.718.200.073.242.180;940.489.990.234.375;0.20055492862040167;0.15220728257609611;0.20055492862040167;0.09437840478899062;-0.2;0.21853538559451074;GOOD;22.8;27.73;27.83;6.39;3.84;21.58;6.29;12.34;14.85
BAC;BANK;20;25000;17/3/2016;6/4/2016;12.190.608.978.271.400;12.072.340.965.270.900;0.3000819891444673;0.3009071150107727;0.3000819891444673;0.010361762974199886;-0.2;-0.009701567264710807;BAD;26.3;9.39;1.31;1.47;0.48;15.77;0.93;0.68;5.74
BBY;RETAIL;20;500;9/3/2015;30/3/2015;3.299.516.677.856.440;3.268.185.806.274.410;0.34998166947198733;0.34937499920903037;0.34998166947198733;0.01437251773732825;-0.5;-0.009495594246362645;BAD;12.0;8.34;3.49;0.25;2.05;3.06;1.48;8.32;26.62
WMT;RETAIL;540;4000;18/11/2016;11/5/2018;624.708.366.394.043;7.948.507.690.429.680;0.19464592591350538;0.23322301142998622;0.19464592591350538;0.14355600201306604;-0.2;0.27235492879825823;GOOD;27.3;13.88;4.6;0.41;2.44;2.98;0.86;7.2;18.02
AMZN;TECH;330;1000;16/11/2016;12/10/2017;746.489.990.234.375;10.009.299.926.757.800;0.30186339251881417;0.19111993669465985;0.30186339251881417;0.2972601336896098;-0.2;0.3408485120631288;GOOD;27.4;191.6;4.37;3.15;22.37;1.64;1.06;3.21;13.47
WMT;RETAIL;3;1000;15/11/2013;18/11/2013;6.668.946.838.378.900;6.668.946.838.378.900;0.1324323877099738;0.13200095995312544;0.1324323877099738;0.0007975333445170335;1.41;0.0;BAD;27.3;12.45;5.19;0.45;2.67;3.63;0.87;8.43;21.99
TSLA;AUTO;60;15000;17/10/2017;15/12/2017;711.500.015.258.789;6.869.000.244.140.620;0.3471974421483219;0.35344804263149326;0.3471974421483219;0.08477867316690191;1.96;-0.0345748282742889;BAD;31.1;0.0;-1.71;5.08;9.92;-13.07;1.09;-5.52;-24.11
TSLA;AUTO;720;500;20/1/2016;9/1/2018;397.400.016.784.668;6.673.799.896.240.230;0.39296740428724614;0.3563431460069882;0.39296740428724614;1.017.344.078.002.820;-0.2;0.6793657811686623;GOOD;31.1;0.0;-1.38;7.56;29.11;-21.95;0.99;-12.59;-90.13
AXP;BANK;240;1000;30/10/2013;27/6/2014;7.444.103.240.966.790;8.547.343.444.824.210;0.18591070097632545;0.18210290857295938;0.18591070097632545;0.09681000297258822;1.41;0.14820323793818574;BAD;19.8;15.95;4.23;2.16;3.76;13.38;2.14;3.03;24.24
AXP;BANK;480;50;9/10/2015;31/1/2017;7.099.874.877.929.680;717.935.562.133.789;0.2157465822174251;0.2049027392785809;0.2157465822174251;0.19362000594517645;-0.5;0.011194668184262367;GOOD;19.8;12.27;5.53;1.97;3.13;15.98;2.02;3.59;26.2
KO;FMCG;660;100;30/4/2015;17/2/2017;3.359.638.214.111.320;36.134.464.263.916.000;0.1484296641501516;0.14173958996938854;0.1484296641501516;0.1164767019975504;-0.5;0.07554629281635591;GOOD;25.1;21.26;1.58;3.23;5.04;15.25;1.23;7.51;22.05
FB;TECH;6;400;6/1/2017;12/1/2017;12.341.000.366.210.900;12.662.000.274.658.200;0.2745654755999994;0.27133631154201054;0.2745654755999994;0.0049581160704331795;1.96;0.026010849924787933;BAD;31.6;35.29;3.26;12.16;5.62;36.86;11.97;17.53;19.33
KSS;RETAIL;100;50;1/12/2017;12/3/2018;4.208.420.181.274.410;5.581.645.584.106.440;0.39884965594445193;0.34774955510334027;0.39884965594445193;0.0018779659518246956;1.96;0.32630425282681363;BAD;12.9;9.66;3.77;0.31;1.22;3.18;1.61;4.78;12.75
AAPL;TECH;70;10000;22/12/2015;1/3/2016;24.836.381.912.231.400;234.108.943.939.209;0.26684108236051907;0.27697256404233767;0.26684108236051907;0.04713246272545707;-0.5;-0.057395136028590435;BAD;16.5;10.35;2.36;2.38;4.21;22.87;1.0;19.22;42.79
GM;AUTO;50;1000;30/4/2018;19/6/2018;33.803.836.822.509.700;3.922.196.578.979.490;0.22993678270516563;0.26331738303349866;0.22993678270516563;0.005600331437191841;1.68;0.16028147916266292;BAD;30.6;0.0;-3.87;0.34;1.32;-3.77;0.86;-2.42;-13.53
DB;BANK;30;10000;20/5/2014;19/6/2014;36.126.590.728.759.700;35.602.073.669.433.500;0.23779849930132488;0.23133208155341867;0.23779849930132488;-0.01158340190229911;-0.15;-0.01451886404848639;BAD;30.0;599.56;0.07;0.79;0.56;0.34;0.73;0.01;0.25
PG;FMCG;3;25000;14/5/2018;17/5/2018;6.832.815.551.757.810;6.896.220.397.949.210;0.13910041262126327;0.1395467516545267;0.13910041262126327;0.0006349480823622488;1.68;0.009279461111034192;BAD;25.1;19.47;3.76;2.96;3.35;14.78;0.91;7.94;17.77
F;AUTO;50;200;30/6/2015;19/8/2015;11.200.502.395.629.800;1.113.403.034.210.200;0.21182639767821293;0.21591749177389605;0.21182639767821293;-0.001640673353741361;-0.5;-0.005934738566170704;BAD;29.7;12.17;0.92;0.32;1.69;1.58;6.24;1.06;8.8
F;AUTO;10;300;20/1/2017;30/1/2017;10.230.899.810.791.000;10.239.176.750.183.100;0.2611676575763912;0.2603868938238629;0.2611676575763912;-0.00032813467074827214;1.96;0.0008090138252902998;BAD;29.7;8.66;1.14;0.26;1.37;3.02;1.2;1.93;15.11
GM;AUTO;1;50;28/9/2016;29/9/2016;2.760.320.472.717.280;2.723.978.042.602.530;0.2458191253371398;0.24445544146471915;0.2458191253371398;0.00011200662874383682;-0.2;-0.013166018393136166;BAD;30.6;3.15;8.73;0.32;0.92;10.15;0.93;6.71;32.48
TGT;RETAIL;4;500;16/8/2018;20/8/2018;773.187.026.977.539;7.849.633.026.123.040;0.291435073065398;0.29140737988358717;0.291435073065398;0.0012506463833684065;1.68;0.015230824139406731;BAD;14.8;13.17;5.72;0.55;3.55;4.14;0.82;7.65;27.35
FB;TECH;300;200;27/12/2013;23/10/2014;55.439.998.626.708.900;8.004.000.091.552.730;0.44150826500593476;0.3740489574724414;0.44150826500593476;0.24790580352165897;1.41;0.44372299599890264;BAD;31.6;92.63;0.59;17.45;8.96;18.94;11.88;9.36;11.32
M;RETAIL;420;300;8/4/2014;2/6/2015;4.296.091.079.711.910;5.145.499.801.635.740;0.2305766326541571;0.22487297078050017;0.2305766326541571;0.009989256057213503;-0.15;0.19771664663608285;GOOD;14.5;10.59;3.95;0.57;2.47;5.37;1.67;6.96;25.26
UBS;BANK;20;500;20/12/2016;9/1/2017;1.391.607.666.015.620;14.165.653.228.759.700;0.36709457043332633;0.36625138475894925;0.36709457043332633;-0.0021642041117543617;-0.2;0.017934405989447413;GOOD;24.8;16.25;0.88;1.51;0.96;8.97;1.13;0.33;5.84
COST;RETAIL;3;400;4/5/2015;7/5/2015;12.892.845.153.808.500;1.278.757.553.100.580;0.15437094491790795;0.15351602454118812;0.15437094491790795;0.0013760608365745676;-0.5;-0.008164964485875125;BAD;22.3;24.18;5.22;0.48;5.13;1.99;1.05;6.85;19.92
M;RETAIL;7;50;25/5/2017;1/6/2017;18.871.700.286.865.200;1.945.336.151.123.040;0.41159674119592743;0.4104540671391715;0.41159674119592743;0.0001664876009535584;1.96;0.03082187696516527;BAD;14.5;12.64;1.85;0.28;1.63;2.24;1.36;2.92;14.26
FB;TECH;4;10000;15/7/2015;20/7/2015;8.976.000.213.623.040;9.791.000.366.210.930;0.23946055859593404;0.24274281961673372;0.23946055859593404;0.00330541071362212;-0.5;0.09079769754806259;GOOD;31.6;87.52;0.98;16.11;6.09;18.59;9.01;7.24;8.11
AXP;BANK;70;2000;18/10/2016;27/12/2016;5.623.250.961.303.710;7.017.832.946.777.340;0.2387369937420013;0.2497104759278055;0.2387369937420013;0.0282362508670049;-0.2;0.24800280034990807;GOOD;19.8;10.58;5.64;1.67;2.6;15.68;1.91;3.39;25.78
NVDA;TECH;240;50000;9/6/2016;3/2/2017;466.485.481.262.207;11.299.061.584.472.600;0.37387289373900334;0.43753507273878695;0.37387289373900334;0.3242414177652722;-0.2;1.422.167.899.823.990;GOOD;12.9;29.85;1.17;3.87;4.45;13.32;2.44;9.61;15.89
COST;RETAIL;10;100;16/2/2016;26/2/2016;13.296.466.064.453.100;13.347.296.142.578.100;0.1800809303177444;0.18547620993567251;0.1800809303177444;0.004586869455248559;-0.2;0.003822826146331432;GOOD;22.3;25.59;5.23;0.5;5.23;1.97;1.01;6.87;21.0
